content_type,idle_time,reading_time,pause_count,seek_count,tab_switches,total_scrolls,video_watched_percentage,is_video_playing,engagement_label
non_video,74,222,0,0,0,4,0.0,False,0.5
video,128,239,0,8,1,0,9.1,False,0.0
non_video,82,128,0,0,3,2,0.0,False,0.0
video,87,488,5,2,1,0,99.3,True,1.0
video,61,814,4,2,0,0,94.4,False,1.0
non_video,57,528,0,0,1,14,0.0,False,1.0
non_video,32,77,0,0,3,3,0.0,False,0.0
non_video,35,146,0,0,1,4,0.0,False,0.5
video,67,114,1,4,2,0,24.9,True,0.0
non_video,52,77,0,0,4,0,0.0,False,0.0
video,224,737,3,4,1,0,44.2,True,0.5
video,101,215,2,9,1,0,17.8,False,0.0
video,115,662,5,0,1,0,88.3,True,1.0
video,49,64,0,6,1,0,9.9,True,0.0
non_video,86,234,0,0,1,4,0.0,False,0.5
non_video,17,33,0,0,3,2,0.0,False,0.0
non_video,86,115,0,0,2,1,0.0,False,0.0
non_video,14,30,0,0,4,2,0.0,False,0.0
video,103,224,0,9,1,0,24.0,True,0.0
video,84,597,4,2,1,0,88.7,False,1.0
video,134,245,2,7,1,0,20.3,True,0.0
non_video,39,571,0,0,0,16,0.0,False,1.0
video,102,469,4,2,2,0,55.1,False,0.5
video,119,258,1,3,3,0,34.8,False,0.0
video,53,86,2,5,4,0,22.0,True,0.0
video,163,277,1,8,2,0,30.1,False,0.0
video,374,847,2,3,2,0,63.5,False,0.5
video,160,473,2,2,2,0,59.4,False,0.5
non_video,29,237,0,0,0,11,0.0,False,1.0
video,148,251,2,6,3,0,31.1,False,0.0
video,81,756,2,1,1,0,80.5,True,1.0
video,106,221,1,5,4,0,17.1,True,0.0
non_video,26,34,0,0,2,3,0.0,False,0.0
video,32,66,0,6,1,0,28.1,True,0.0
video,17,390,4,0,0,0,80.2,True,1.0
video,124,555,2,3,2,0,51.9,False,0.5
non_video,43,95,0,0,4,1,0.0,False,0.0
non_video,16,39,0,0,4,4,0.0,False,0.0
video,82,188,1,5,3,0,6.1,False,0.0
non_video,30,280,0,0,1,18,0.0,False,1.0
non_video,34,578,0,0,0,11,0.0,False,1.0
video,290,731,2,1,0,0,58.0,True,0.5
non_video,31,74,0,0,2,3,0.0,False,0.0
non_video,2,523,0,0,1,17,0.0,False,1.0
video,202,1765,2,1,1,0,97.3,True,1.0
non_video,16,592,0,0,1,16,0.0,False,1.0
non_video,7,362,0,0,1,11,0.0,False,1.0
video,100,357,2,2,1,0,66.4,False,0.5
video,41,1304,3,1,1,0,96.6,True,1.0
video,123,415,3,2,0,0,78.6,False,0.5
non_video,56,125,0,0,4,0,0.0,False,0.0
video,193,637,2,1,0,0,47.9,True,0.5
non_video,57,220,0,0,0,9,0.0,False,0.5
non_video,69,127,0,0,3,0,0.0,False,0.0
non_video,14,30,0,0,4,4,0.0,False,0.0
non_video,29,379,0,0,1,18,0.0,False,1.0
video,142,263,1,9,1,0,26.5,False,0.0
video,62,534,3,2,0,0,86.7,True,1.0
non_video,94,251,0,0,0,3,0.0,False,0.5
non_video,77,166,0,0,4,4,0.0,False,0.0
non_video,80,103,0,0,3,3,0.0,False,0.0
video,159,696,3,1,1,0,43.7,False,0.5
video,28,66,1,3,1,0,8.3,False,0.0
non_video,109,151,0,0,4,1,0.0,False,0.0
non_video,70,134,0,0,4,4,0.0,False,0.0
non_video,2,211,0,0,1,18,0.0,False,1.0
non_video,56,122,0,0,1,4,0.0,False,0.0
non_video,71,132,0,0,4,4,0.0,False,0.0
video,130,169,0,8,1,0,32.6,True,0.0
video,202,763,1,3,1,0,75.4,False,0.5
non_video,78,533,0,0,0,12,0.0,False,1.0
video,172,1319,7,1,1,0,97.0,True,1.0
video,147,228,1,9,3,0,8.9,True,0.0
video,25,1619,2,1,0,0,90.6,True,1.0
video,82,273,3,1,2,0,46.4,True,0.5
video,66,122,2,5,2,0,25.1,False,0.0
non_video,15,465,0,0,1,11,0.0,False,1.0
non_video,32,227,0,0,0,8,0.0,False,1.0
non_video,37,132,0,0,0,11,0.0,False,0.5
video,132,224,2,6,2,0,37.9,False,0.0
video,213,269,1,7,3,0,7.4,True,0.0
non_video,64,583,0,0,1,16,0.0,False,1.0
non_video,27,74,0,0,0,4,0.0,False,0.5
video,53,132,1,9,4,0,16.4,True,0.0
video,260,1649,6,1,0,0,84.0,False,1.0
non_video,47,172,0,0,1,7,0.0,False,0.5
video,58,91,0,8,2,0,31.9,False,0.0
video,180,294,1,4,1,0,34.6,False,0.0
video,319,818,3,3,1,0,54.6,False,0.5
video,213,276,1,5,2,0,19.0,False,0.0
video,112,1365,7,2,0,0,87.1,False,1.0
video,71,167,2,5,4,0,20.4,False,0.0
video,152,1257,4,2,1,0,97.0,True,1.0
video,189,281,1,8,3,0,39.6,False,0.0
video,19,449,5,0,0,0,96.5,True,1.0
non_video,61,78,0,0,1,0,0.0,False,0.0
non_video,27,142,0,0,1,11,0.0,False,1.0
video,17,420,5,2,1,0,87.6,True,1.0
non_video,28,138,0,0,1,11,0.0,False,0.5
non_video,117,264,0,0,1,3,0.0,False,0.5
video,34,80,0,4,3,0,24.4,False,0.0
non_video,72,106,0,0,4,2,0.0,False,0.0
video,56,86,0,6,4,0,7.2,True,0.0
non_video,90,124,0,0,3,3,0.0,False,0.0
video,173,532,3,2,2,0,61.3,False,0.5
non_video,37,68,0,0,4,3,0.0,False,0.0
non_video,95,158,0,0,3,2,0.0,False,0.0
video,165,263,1,9,2,0,13.6,False,0.0
video,87,235,4,4,2,0,42.2,True,0.5
video,105,1262,7,0,0,0,85.0,True,1.0
non_video,25,539,0,0,1,15,0.0,False,1.0
video,156,211,2,8,2,0,24.7,True,0.0
video,130,1775,6,2,0,0,90.8,True,1.0
non_video,18,183,0,0,1,14,0.0,False,1.0
non_video,102,138,0,0,3,1,0.0,False,0.0
video,44,1663,5,1,1,0,84.7,True,1.0
video,127,205,2,5,2,0,25.1,True,0.0
non_video,12,422,0,0,0,16,0.0,False,1.0
video,188,600,1,2,2,0,63.6,True,0.5
video,86,677,7,1,0,0,88.6,False,1.0
non_video,36,116,0,0,0,6,0.0,False,0.5
video,197,756,2,1,1,0,46.3,True,0.5
video,28,69,0,7,1,0,32.5,False,0.0
non_video,121,165,0,0,4,1,0.0,False,0.0
video,65,1408,5,2,0,0,83.2,False,1.0
video,186,733,3,2,0,0,51.0,False,0.5
non_video,70,195,0,0,2,5,0.0,False,0.5
non_video,23,102,0,0,0,4,0.0,False,0.5
non_video,4,197,0,0,0,8,0.0,False,1.0
video,83,181,1,6,1,0,7.4,False,0.0
video,166,1537,6,2,0,0,97.1,True,1.0
video,272,672,3,1,1,0,47.7,False,0.5
non_video,66,164,0,0,2,8,0.0,False,0.5
non_video,41,93,0,0,0,4,0.0,False,0.5
non_video,43,163,0,0,1,8,0.0,False,0.5
video,220,684,3,4,1,0,76.9,False,0.5
non_video,6,317,0,0,1,11,0.0,False,1.0
video,316,1687,6,0,0,0,96.7,False,1.0
non_video,18,70,0,0,1,5,0.0,False,0.5
non_video,112,574,0,0,1,14,0.0,False,1.0
non_video,9,170,0,0,0,10,0.0,False,1.0
video,164,297,1,9,3,0,32.4,False,0.0
non_video,52,132,0,0,3,3,0.0,False,0.0
video,190,778,3,2,2,0,49.3,True,0.5
video,225,661,1,2,0,0,45.1,False,0.5
non_video,21,89,0,0,0,3,0.0,False,0.5
video,109,770,4,1,1,0,83.3,True,1.0
video,111,497,4,2,2,0,47.8,True,0.5
video,124,572,3,1,2,0,56.4,True,0.5
video,60,680,6,0,1,0,86.0,False,1.0
non_video,24,313,0,0,0,17,0.0,False,1.0
video,41,562,7,2,1,0,94.4,False,1.0
video,51,72,1,3,3,0,30.8,False,0.0
non_video,123,169,0,0,1,3,0.0,False,0.0
non_video,18,222,0,0,1,12,0.0,False,1.0
video,192,476,3,1,1,0,64.6,False,0.5
non_video,0,162,0,0,0,19,0.0,False,1.0
non_video,23,230,0,0,1,11,0.0,False,1.0
non_video,79,546,0,0,0,8,0.0,False,1.0
video,250,1789,7,2,1,0,80.9,True,1.0
video,21,428,6,0,0,0,82.2,True,1.0
non_video,81,475,0,0,0,9,0.0,False,1.0
non_video,134,171,0,0,1,1,0.0,False,0.0
video,49,104,1,4,2,0,33.8,False,0.0
video,18,954,7,0,1,0,85.9,False,1.0
non_video,65,159,0,0,2,11,0.0,False,0.5
video,116,270,0,6,4,0,22.8,True,0.0
video,179,809,1,1,1,0,68.7,True,0.5
video,99,158,0,3,1,0,23.7,True,0.0
video,132,1169,3,0,1,0,92.7,False,1.0
non_video,71,126,0,0,2,2,0.0,False,0.0
non_video,81,205,0,0,1,8,0.0,False,0.5
non_video,13,291,0,0,1,9,0.0,False,1.0
video,221,618,4,4,0,0,78.3,True,0.5
video,120,260,1,3,2,0,22.0,True,0.0
video,314,784,2,4,1,0,52.2,False,0.5
non_video,113,167,0,0,3,3,0.0,False,0.0
video,85,120,2,6,2,0,32.4,True,0.0
non_video,85,254,0,0,1,7,0.0,False,0.5
video,122,289,2,9,3,0,35.6,False,0.0
non_video,39,345,0,0,0,12,0.0,False,1.0
non_video,62,103,0,0,1,2,0.0,False,0.0
video,163,428,4,2,1,0,55.8,True,0.5
non_video,39,465,0,0,1,16,0.0,False,1.0
non_video,23,519,0,0,1,12,0.0,False,1.0
non_video,15,31,0,0,1,1,0.0,False,0.0
non_video,69,206,0,0,1,9,0.0,False,0.5
video,106,1363,6,0,1,0,97.4,False,1.0
video,66,1610,2,2,1,0,90.1,False,1.0
video,151,408,4,3,0,0,70.9,True,0.5
non_video,20,48,0,0,1,2,0.0,False,0.0
non_video,75,436,0,0,1,10,0.0,False,1.0
non_video,72,249,0,0,2,6,0.0,False,0.5
video,65,101,0,4,1,0,33.8,True,0.0
video,26,349,4,0,0,0,96.9,False,1.0
video,123,281,1,6,2,0,10.5,False,0.0
video,106,203,0,3,4,0,29.9,True,0.0
video,142,1529,5,1,1,0,94.8,False,1.0
non_video,3,298,0,0,0,18,0.0,False,1.0
video,277,871,2,3,1,0,60.5,False,0.5
video,108,253,0,3,2,0,14.0,True,0.0
video,195,261,2,6,2,0,24.7,False,0.0
non_video,88,134,0,0,4,3,0.0,False,0.0
non_video,39,408,0,0,0,12,0.0,False,1.0
video,52,94,1,6,4,0,21.3,True,0.0
video,51,374,5,2,0,0,80.1,False,1.0
non_video,79,535,0,0,0,12,0.0,False,1.0
video,305,1754,3,1,0,0,81.2,False,1.0
video,93,1282,3,2,1,0,94.2,True,1.0
non_video,37,56,0,0,1,1,0.0,False,0.0
video,34,706,4,2,1,0,88.8,True,1.0
video,128,228,1,5,3,0,16.6,False,0.0
video,60,83,0,9,4,0,27.9,True,0.0
non_video,73,214,0,0,0,6,0.0,False,0.5
non_video,13,185,0,0,1,14,0.0,False,1.0
non_video,82,125,0,0,3,0,0.0,False,0.0
non_video,114,578,0,0,1,11,0.0,False,1.0
non_video,91,235,0,0,0,5,0.0,False,0.5
video,293,829,3,2,0,0,49.0,False,0.5
non_video,26,37,0,0,1,2,0.0,False,0.0
video,162,394,3,1,0,0,68.0,True,0.5
non_video,46,104,0,0,0,7,0.0,False,0.5
video,139,289,0,8,2,0,13.1,False,0.0
video,107,265,0,8,4,0,16.9,True,0.0
non_video,99,277,0,0,0,7,0.0,False,0.5
non_video,29,92,0,0,1,9,0.0,False,0.5
video,105,256,2,3,1,0,7.2,False,0.0
non_video,114,268,0,0,0,6,0.0,False,0.5
video,110,270,1,3,0,0,60.6,True,0.5
video,155,1314,7,0,1,0,98.9,True,1.0
video,324,885,3,2,2,0,61.4,False,0.5
video,58,187,4,1,1,0,58.9,False,0.5
video,312,823,1,1,2,0,63.4,True,0.5
video,93,343,1,4,1,0,75.1,False,0.5
non_video,41,93,0,0,4,4,0.0,False,0.0
video,118,189,0,9,1,0,21.8,True,0.0
non_video,20,253,0,0,1,12,0.0,False,1.0
non_video,70,226,0,0,2,11,0.0,False,0.5
video,299,725,3,4,0,0,72.9,True,0.5
video,109,324,1,3,1,0,74.1,True,0.5
non_video,4,363,0,0,1,8,0.0,False,1.0
non_video,75,276,0,0,1,10,0.0,False,0.5
non_video,44,408,0,0,0,14,0.0,False,1.0
video,168,298,1,9,3,0,15.2,False,0.0
video,258,592,3,3,0,0,54.1,False,0.5
video,96,216,2,5,1,0,12.0,False,0.0
non_video,86,434,0,0,1,19,0.0,False,1.0
non_video,1,338,0,0,1,10,0.0,False,1.0
video,73,175,2,4,1,0,5.2,True,0.0
non_video,1,189,0,0,0,19,0.0,False,1.0
non_video,39,98,0,0,1,10,0.0,False,0.5
video,166,791,3,2,2,0,49.0,False,0.5
non_video,120,274,0,0,2,10,0.0,False,0.5
non_video,95,546,0,0,0,17,0.0,False,1.0
non_video,63,151,0,0,3,1,0.0,False,0.0
non_video,38,125,0,0,2,3,0.0,False,0.5
non_video,49,219,0,0,1,10,0.0,False,0.5
video,240,1352,7,0,1,0,81.2,False,1.0
non_video,31,132,0,0,0,8,0.0,False,0.5
non_video,55,167,0,0,0,8,0.0,False,0.5
non_video,77,250,0,0,1,6,0.0,False,0.5
non_video,15,215,0,0,1,8,0.0,False,1.0
non_video,53,141,0,0,2,11,0.0,False,0.5
non_video,47,82,0,0,1,3,0.0,False,0.0
video,70,758,2,0,1,0,80.5,True,1.0
video,129,624,2,3,1,0,75.1,True,0.5
video,137,257,2,6,3,0,38.2,True,0.0
non_video,2,170,0,0,1,8,0.0,False,1.0
video,156,245,0,4,2,0,22.5,True,0.0
video,290,710,2,2,1,0,67.1,True,0.5
video,73,248,1,2,1,0,50.9,True,0.5
non_video,90,149,0,0,4,1,0.0,False,0.0
video,94,184,1,3,1,0,17.8,True,0.0
video,137,623,3,1,2,0,42.8,False,0.5
video,133,308,2,2,0,0,77.3,True,0.5
non_video,23,581,0,0,0,8,0.0,False,1.0
video,66,566,2,2,1,0,99.0,True,1.0
video,223,1568,5,0,1,0,84.7,False,1.0
non_video,52,551,0,0,0,10,0.0,False,1.0
video,52,116,1,9,2,0,38.5,True,0.0
non_video,20,477,0,0,1,16,0.0,False,1.0
video,166,760,1,2,2,0,44.7,True,0.5
video,6,356,4,2,0,0,84.0,True,1.0
non_video,67,258,0,0,0,9,0.0,False,0.5
non_video,24,41,0,0,3,0,0.0,False,0.0
video,110,142,0,9,2,0,25.5,False,0.0
video,233,1683,6,1,0,0,99.1,False,1.0
video,126,504,1,3,0,0,51.2,False,0.5
non_video,22,125,0,0,1,15,0.0,False,1.0
video,75,101,0,9,2,0,27.6,True,0.0
video,28,1385,6,1,1,0,94.6,True,1.0
video,163,1588,7,0,1,0,87.6,False,1.0
non_video,50,72,0,0,3,2,0.0,False,0.0
non_video,34,69,0,0,3,0,0.0,False,0.0
video,68,165,0,6,4,0,38.6,False,0.0
non_video,109,255,0,0,2,4,0.0,False,0.5
video,68,149,1,7,2,0,8.0,False,0.0
video,199,287,0,9,3,0,26.7,False,0.0
non_video,79,190,0,0,2,7,0.0,False,0.5
non_video,106,158,0,0,4,1,0.0,False,0.0
video,211,606,2,4,1,0,42.1,True,0.5
non_video,25,84,0,0,2,11,0.0,False,0.5
video,83,140,0,7,3,0,25.9,True,0.0
video,317,757,3,1,0,0,72.6,False,0.5
non_video,17,203,0,0,0,9,0.0,False,1.0
video,137,506,2,1,0,0,48.3,True,0.5
video,166,668,4,4,2,0,40.8,False,0.5
non_video,71,161,0,0,2,6,0.0,False,0.5
non_video,5,219,0,0,0,10,0.0,False,1.0
video,196,514,2,1,0,0,49.1,True,0.5
non_video,98,234,0,0,2,10,0.0,False,0.5
video,334,1732,6,0,0,0,98.0,False,1.0
video,316,1738,2,2,0,0,88.0,True,1.0
video,197,656,4,4,2,0,54.5,False,0.5
video,188,1091,7,0,0,0,90.3,False,1.0
non_video,41,577,0,0,1,8,0.0,False,1.0
video,152,458,4,2,1,0,67.9,False,0.5
video,83,112,1,8,4,0,6.7,False,0.0
video,7,1164,6,1,0,0,86.6,False,1.0
video,184,528,4,3,0,0,43.4,False,0.5
non_video,75,151,0,0,3,3,0.0,False,0.0
non_video,59,158,0,0,1,4,0.0,False,0.5
non_video,73,177,0,0,3,2,0.0,False,0.0
non_video,56,469,0,0,0,12,0.0,False,1.0
video,95,315,2,1,2,0,48.9,False,0.5
non_video,86,121,0,0,4,4,0.0,False,0.0
video,250,765,2,3,2,0,74.4,False,0.5
non_video,62,226,0,0,0,4,0.0,False,0.5
video,178,785,1,4,1,0,61.8,True,0.5
video,103,281,1,4,0,0,79.3,True,0.5
video,57,110,1,8,4,0,6.0,True,0.0
non_video,58,77,0,0,1,2,0.0,False,0.0
non_video,83,112,0,0,1,1,0.0,False,0.0
video,39,194,4,3,1,0,59.0,False,0.5
video,135,259,1,6,1,0,31.8,True,0.0
video,13,1702,2,2,1,0,83.9,False,1.0
video,125,244,2,4,1,0,8.2,True,0.0
non_video,6,220,0,0,0,17,0.0,False,1.0
video,111,230,1,5,4,0,23.9,True,0.0
video,352,792,4,2,2,0,46.6,False,0.5
video,227,547,3,1,2,0,71.7,False,0.5
non_video,45,67,0,0,2,1,0.0,False,0.0
video,111,550,4,2,0,0,48.6,True,0.5
video,122,477,1,3,0,0,63.4,False,0.5
non_video,57,85,0,0,4,4,0.0,False,0.0
video,143,967,6,0,0,0,89.3,True,1.0
non_video,63,165,0,0,0,5,0.0,False,0.5
non_video,35,461,0,0,0,11,0.0,False,1.0
video,26,1249,6,2,1,0,81.9,False,1.0
non_video,66,396,0,0,1,14,0.0,False,1.0
non_video,6,286,0,0,0,11,0.0,False,1.0
video,194,536,3,1,1,0,48.0,False,0.5
video,49,120,0,7,1,0,31.2,False,0.0
video,220,275,1,7,2,0,33.9,False,0.0
non_video,110,587,0,0,1,19,0.0,False,1.0
non_video,19,40,0,0,2,2,0.0,False,0.0
non_video,85,510,0,0,0,12,0.0,False,1.0
non_video,51,74,0,0,4,1,0.0,False,0.0
video,15,1433,4,1,0,0,93.0,True,1.0
video,51,1093,5,0,1,0,96.5,True,1.0
non_video,111,270,0,0,2,5,0.0,False,0.5
non_video,112,168,0,0,1,2,0.0,False,0.0
non_video,41,182,0,0,0,6,0.0,False,0.5
video,66,620,5,1,0,0,94.4,False,1.0
video,80,137,2,3,2,0,32.0,False,0.0
video,144,232,0,9,1,0,20.9,False,0.0
video,181,522,4,4,2,0,68.9,False,0.5
video,180,443,3,4,2,0,74.9,True,0.5
non_video,95,174,0,0,4,1,0.0,False,0.0
non_video,72,140,0,0,2,1,0.0,False,0.0
video,112,261,2,8,1,0,20.3,True,0.0
video,191,709,2,3,2,0,73.3,False,0.5
video,222,772,3,4,2,0,61.8,True,0.5
video,297,665,3,3,0,0,48.9,True,0.5
video,61,262,1,3,0,0,76.7,True,0.5
non_video,36,109,0,0,1,6,0.0,False,0.5
video,264,805,2,4,1,0,46.1,True,0.5
non_video,58,156,0,0,0,8,0.0,False,0.5
non_video,60,100,0,0,3,2,0.0,False,0.0
non_video,24,79,0,0,1,5,0.0,False,0.5
video,113,407,2,2,1,0,51.3,False,0.5
non_video,40,569,0,0,1,8,0.0,False,1.0
video,69,335,3,4,0,0,67.4,False,0.5
video,292,870,4,1,1,0,51.8,False,0.5
video,306,748,3,1,1,0,57.0,False,0.5
video,38,93,2,6,2,0,12.3,True,0.0
non_video,79,252,0,0,1,10,0.0,False,0.5
video,126,629,1,2,2,0,77.6,True,0.5
non_video,88,123,0,0,4,4,0.0,False,0.0
video,127,173,0,6,3,0,17.8,True,0.0
non_video,19,165,0,0,0,11,0.0,False,1.0
non_video,50,84,0,0,4,1,0.0,False,0.0
video,169,232,2,6,1,0,8.7,False,0.0
non_video,117,159,0,0,2,0,0.0,False,0.0
non_video,47,193,0,0,2,3,0.0,False,0.5
non_video,26,51,0,0,1,2,0.0,False,0.0
video,179,254,1,5,3,0,36.1,False,0.0
video,183,924,5,0,0,0,84.7,False,1.0
video,229,625,1,3,2,0,40.9,False,0.5
video,82,147,0,3,1,0,8.5,False,0.0
video,136,352,4,3,1,0,69.9,False,0.5
video,153,678,3,1,0,0,40.6,False,0.5
video,12,383,7,0,1,0,83.9,True,1.0
non_video,18,175,0,0,0,18,0.0,False,1.0
non_video,64,191,0,0,1,11,0.0,False,0.5
non_video,43,106,0,0,0,7,0.0,False,0.5
non_video,40,200,0,0,2,11,0.0,False,0.5
video,122,1396,6,0,0,0,86.0,False,1.0
non_video,49,160,0,0,2,10,0.0,False,0.5
video,244,833,4,3,1,0,78.1,True,0.5
video,98,819,6,2,1,0,94.8,False,1.0
video,44,64,0,4,2,0,27.6,False,0.0
non_video,100,250,0,0,0,5,0.0,False,0.5
non_video,91,137,0,0,1,4,0.0,False,0.0
video,72,367,5,0,0,0,86.2,True,1.0
video,77,227,1,2,0,0,43.5,True,0.5
video,172,864,4,0,0,0,82.3,True,1.0
non_video,52,334,0,0,0,13,0.0,False,1.0
video,111,157,0,9,2,0,21.5,False,0.0
video,51,450,3,1,0,0,86.3,True,1.0
non_video,61,213,0,0,0,11,0.0,False,0.5
video,40,91,1,9,4,0,13.7,False,0.0
non_video,52,209,0,0,2,11,0.0,False,0.5
non_video,102,145,0,0,3,2,0.0,False,0.0
non_video,32,41,0,0,1,0,0.0,False,0.0
video,209,897,4,4,2,0,76.5,False,0.5
video,130,1566,3,1,0,0,91.4,True,1.0
video,114,661,6,1,0,0,80.4,False,1.0
video,139,1306,5,2,0,0,95.4,False,1.0
non_video,42,326,0,0,0,9,0.0,False,1.0
video,32,62,2,3,3,0,39.6,True,0.0
video,201,271,2,5,1,0,32.8,False,0.0
non_video,56,186,0,0,0,5,0.0,False,0.5
non_video,92,146,0,0,3,0,0.0,False,0.0
non_video,83,582,0,0,0,10,0.0,False,1.0
non_video,63,434,0,0,0,17,0.0,False,1.0
video,99,152,2,3,2,0,8.1,True,0.0
non_video,53,75,0,0,3,2,0.0,False,0.0
non_video,53,548,0,0,0,19,0.0,False,1.0
video,192,678,3,1,2,0,65.9,False,0.5
non_video,100,137,0,0,3,2,0.0,False,0.0
non_video,111,166,0,0,1,3,0.0,False,0.0
non_video,25,362,0,0,0,11,0.0,False,1.0
video,119,168,1,3,4,0,34.8,False,0.0
non_video,73,229,0,0,2,10,0.0,False,0.5
non_video,27,290,0,0,1,8,0.0,False,1.0
video,158,246,2,6,3,0,28.5,False,0.0
video,85,143,0,4,4,0,26.2,True,0.0
video,90,148,0,3,1,0,23.8,True,0.0
non_video,100,282,0,0,2,6,0.0,False,0.5
video,285,778,2,2,0,0,63.7,True,0.5
video,117,217,1,3,3,0,37.8,True,0.0
non_video,18,62,0,0,0,6,0.0,False,0.5
non_video,53,89,0,0,1,0,0.0,False,0.0
non_video,45,187,0,0,2,7,0.0,False,0.5
video,105,375,4,1,1,0,64.2,True,0.5
non_video,12,63,0,0,1,8,0.0,False,0.5
video,34,82,0,3,3,0,26.7,True,0.0
video,56,119,2,6,1,0,18.5,True,0.0
non_video,80,121,0,0,1,1,0.0,False,0.0
video,249,695,1,1,1,0,42.8,False,0.5
non_video,55,170,0,0,1,3,0.0,False,0.5
non_video,46,254,0,0,0,15,0.0,False,1.0
non_video,72,100,0,0,1,3,0.0,False,0.0
non_video,3,158,0,0,0,12,0.0,False,1.0
video,15,345,7,0,1,0,87.3,False,1.0
video,39,76,0,4,3,0,29.7,True,0.0
video,129,603,4,2,1,0,75.2,False,0.5
video,47,692,4,2,1,0,87.8,False,1.0
video,1,539,6,0,0,0,84.0,False,1.0
video,78,343,1,4,1,0,65.7,True,0.5
non_video,58,300,0,0,0,15,0.0,False,1.0
video,269,829,4,1,0,0,72.2,True,0.5
video,113,212,1,7,3,0,35.5,False,0.0
video,247,784,4,1,1,0,50.3,False,0.5
non_video,28,320,0,0,0,17,0.0,False,1.0
non_video,27,43,0,0,1,1,0.0,False,0.0
video,40,875,3,1,0,0,98.8,False,1.0
video,46,86,2,6,3,0,36.0,False,0.0
non_video,75,210,0,0,2,11,0.0,False,0.5
non_video,34,80,0,0,2,4,0.0,False,0.0
video,79,1181,4,0,0,0,91.2,False,1.0
non_video,26,115,0,0,2,8,0.0,False,0.5
video,105,371,3,4,0,0,64.1,False,0.5
video,107,1644,3,2,1,0,98.6,False,1.0
video,76,296,3,1,0,0,76.5,False,0.5
video,372,835,4,1,2,0,76.5,True,0.5
non_video,88,111,0,0,1,3,0.0,False,0.0
non_video,45,102,0,0,1,4,0.0,False,0.0
video,319,1605,6,0,0,0,99.7,False,1.0
non_video,94,282,0,0,0,9,0.0,False,0.5
non_video,9,463,0,0,0,8,0.0,False,1.0
video,16,1248,7,0,1,0,83.8,False,1.0
video,212,269,2,6,2,0,39.8,True,0.0
video,133,453,3,4,0,0,47.2,False,0.5
non_video,30,220,0,0,0,11,0.0,False,1.0
non_video,49,119,0,0,0,11,0.0,False,0.5
video,172,547,3,2,1,0,68.1,True,0.5
non_video,114,584,0,0,0,18,0.0,False,1.0
non_video,64,234,0,0,0,4,0.0,False,0.5
non_video,29,37,0,0,3,2,0.0,False,0.0
non_video,61,105,0,0,1,0,0.0,False,0.0
video,139,249,2,8,4,0,13.4,True,0.0
non_video,69,290,0,0,1,4,0.0,False,0.5
video,59,216,2,2,0,0,62.6,True,0.5
video,176,738,4,4,0,0,65.3,False,0.5
non_video,46,448,0,0,1,19,0.0,False,1.0
video,207,271,1,7,4,0,5.5,False,0.0
video,89,282,1,4,0,0,55.9,True,0.5
non_video,6,412,0,0,0,9,0.0,False,1.0
video,47,118,0,3,3,0,22.9,True,0.0
non_video,44,121,0,0,1,6,0.0,False,0.5
video,114,617,2,1,1,0,97.9,True,1.0
non_video,38,80,0,0,1,0,0.0,False,0.0
video,169,517,1,2,1,0,60.7,False,0.5
non_video,7,250,0,0,0,13,0.0,False,1.0
video,77,393,6,0,0,0,91.9,True,1.0
video,74,283,2,3,1,0,43.9,True,0.5
video,69,109,2,9,3,0,14.8,False,0.0
non_video,41,249,0,0,0,12,0.0,False,1.0
video,196,1009,4,0,0,0,91.0,False,1.0
video,83,110,2,5,1,0,8.2,False,0.0
video,77,208,4,3,0,0,60.8,True,0.5
non_video,108,288,0,0,2,6,0.0,False,0.5
non_video,26,74,0,0,0,10,0.0,False,0.5
non_video,61,226,0,0,1,7,0.0,False,0.5
video,146,492,1,4,1,0,43.3,True,0.5
video,125,562,3,2,1,0,55.9,True,0.5
non_video,128,163,0,0,3,1,0.0,False,0.0
video,0,1565,4,0,0,0,88.6,False,1.0
video,106,411,3,2,1,0,43.5,True,0.5
video,5,562,4,0,0,0,99.8,True,1.0
video,155,411,1,1,1,0,60.7,True,0.5
video,50,90,2,7,2,0,9.7,True,0.0
video,295,752,2,2,2,0,69.9,False,0.5
video,127,293,4,2,1,0,54.4,True,0.5
video,204,275,0,9,2,0,5.6,False,0.0
non_video,18,191,0,0,1,14,0.0,False,1.0
video,37,350,2,0,0,0,83.9,True,1.0
non_video,13,30,0,0,4,4,0.0,False,0.0
non_video,1,264,0,0,1,17,0.0,False,1.0
video,189,1193,4,1,0,0,90.0,True,1.0
video,66,193,1,4,2,0,49.5,False,0.5
video,164,1025,3,2,0,0,87.2,True,1.0
non_video,16,225,0,0,0,19,0.0,False,1.0
video,238,622,4,2,1,0,58.6,False,0.5
non_video,17,276,0,0,1,11,0.0,False,1.0
video,170,1027,4,2,1,0,95.1,True,1.0
video,13,447,6,2,1,0,99.8,False,1.0
non_video,80,118,0,0,1,0,0.0,False,0.0
non_video,65,125,0,0,3,3,0.0,False,0.0
video,84,245,2,1,2,0,42.8,False,0.5
video,68,670,3,2,0,0,94.3,True,1.0
non_video,32,533,0,0,1,14,0.0,False,1.0
video,93,137,2,9,4,0,14.3,True,0.0
video,151,254,0,9,2,0,7.8,False,0.0
video,117,236,1,6,3,0,8.8,False,0.0
non_video,12,193,0,0,1,11,0.0,False,1.0
